Date,Open,High,Low,Close,Volume,Adj Close
2024-01-01,215.10517440634047,216.83450295844054,210.8425791640067,213.32129481471256,869598,213.32129481471256
2024-01-02,216.03694733201485,219.54205573106802,214.30625332469546,214.5842959666038,1073548,214.5842959666038
2024-01-03,215.86654257822792,221.41426055087243,215.34459728366258,218.00215946378722,6806971,218.00215946378722
2024-01-04,221.9155153218381,224.55096742452773,219.74571332266004,221.89589329321072,8406461,221.89589329321072
2024-01-05,217.97641727230194,220.5247227056479,214.84939119874116,220.5247227056479,5995544,220.5247227056479
2024-01-08,214.96203803273568,218.88828670360996,213.6661299563226,215.67481632673042,2054109,215.67481632673042
2024-01-09,213.74123072836832,216.42885172198186,213.74123072836832,214.61712228929417,6509907,214.61712228929417
2024-01-10,214.5060447260611,216.03356918044412,209.75467179635172,212.48926789641837,516880,212.48926789641837
2024-01-11,206.3132398975556,206.3132398975556,203.91620801158942,203.91620801158942,7834102,203.91620801158942
2024-01-12,208.9865534114255,208.9865534114255,204.53350466023252,207.250205014533,5578047,207.250205014533
2024-01-15,210.32544926616035,210.32544926616035,207.14960438595062,208.85364176251474,2658231,208.85364176251474
2024-01-16,207.22683643314332,207.22683643314332,204.51131694691574,206.46711909734833,9892712,206.46711909734833
2024-01-17,202.74810468863535,204.75183967913046,202.65708637625735,204.75183967913046,4235314,204.75183967913046
2024-01-18,203.10672557330534,203.63568120182546,197.43790293637892,203.63568120182546,171295,203.63568120182546
2024-01-19,201.17821058630733,202.57690806523055,198.66581251960886,198.66581251960886,2126793,198.66581251960886
2024-01-22,194.13427040008236,195.91237476374639,192.21028202648642,193.62984056148446,786976,193.62984056148446
2024-01-23,193.30824560809867,193.83306308480087,190.94996837317288,191.16721562533886,6771458,191.16721562533886
2024-01-24,194.9423166363199,197.5800569405232,190.83232524865096,195.10149055246876,9156842,195.10149055246876
2024-01-25,202.27740837099867,204.9929890138644,198.7080755689255,200.61584503439684,4427576,200.61584503439684
2024-01-26,201.0463615149524,203.54153178145057,201.0463615149524,203.03474167440666,7028040,203.03474167440666
2024-01-29,200.93627450234374,204.24649502457453,200.6395255724999,202.34999818922478,8616999,202.34999818922478
