,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,rsi_14,BBM_5_2.0,BBstd_5_2.0,BBU_5_2.0,BBL_5_2.0,BBB_5_2.0
2020-01-01,128.92505618751477,129.10582563124552,128.89960416089858,128.91512753900074,128.91512753900074,396618,130.49331761597733,130.97113834172745,122.75689595386667,128.91512753900074,128.91512753900074,0.0,0.0,0.0,57.82111246411192,130.49331761597733,1.8927482860144855,134.2788141880063,126.70782104394836,7.570993144057937
2020-01-02,128.72061385665523,128.72061385665523,128.18130314317563,128.67618781091826,128.67618781091826,667354,130.49331761597733,130.97113834172745,122.75689595386667,128.8783675808342,128.89742829988353,-0.01906071904932105,-0.0038121438098642105,-0.01524857523945684,57.82111246411192,130.49331761597733,1.8927482860144855,134.2788141880063,126.70782104394836,7.570993144057937
2020-01-03,129.6435950044434,130.2718679729423,129.5261699933507,129.8731223548059,129.8731223548059,372544,130.49331761597733,130.97113834172745,122.75689595386667,129.03140677682984,128.9697019335815,0.061704843248350016,0.009291253601778637,0.052413589646571376,57.82111246411192,130.49331761597733,1.8927482860144855,134.2788141880063,126.70782104394836,7.570993144057937
2020-01-06,132.5406706007197,132.93491868516728,132.21841828655312,132.71381511648372,132.71381511648372,634633,130.49331761597733,130.97113834172745,122.75689595386667,129.5979311367766,129.24704365083352,0.35088748594307617,0.07761050007003815,0.273276985873038,57.82111246411192,130.49331761597733,1.8927482860144855,134.2788141880063,126.70782104394836,7.570993144057937
2020-01-07,132.70541184700267,132.72339449271857,132.1478469476543,132.2883352586781,132.2883352586781,133896,130.49331761597733,130.97113834172745,122.75689595386667,130.011839463223,129.47232451067384,0.5395149525491547,0.1699913905658615,0.3695235619832932,57.82111246411192,130.49331761597733,1.8927482860144855,134.2788141880063,126.70782104394836,7.570993144057937
2020-01-08,131.47484432927752,132.31277210716996,131.47484432927752,131.86425010119905,131.86425010119905,578646,131.08314212841702,130.97113834172745,122.75689595386667,130.2968257152193,129.6495041840461,0.647321531173219,0.26545741868733297,0.38186411248588603,57.82111246411192,131.08314212841702,1.7305556534996527,134.54425343541632,127.62203082141772,6.922222613998599
2020-01-09,134.48336578184265,134.96994618946076,134.48336578184265,134.85559185459658,134.85559185459658,915331,132.31902293715265,130.97113834172745,122.75689595386667,130.9981743520466,130.03514030779058,0.9630340442560055,0.4049727438010675,0.558061300454938,57.82111246411192,132.31902293715265,1.787472549611569,135.89396803637578,128.74407783792952,7.149890198446258
2020-01-10,136.51125926980666,136.6991760646062,136.16750021337245,136.34067998161677,136.34067998161677,599387,133.61253446251484,130.97113834172745,122.75689595386667,131.8200982950574,130.5022173206666,1.317880974390789,0.5875543899190119,0.7303265844717772,57.82111246411192,133.61253446251484,1.9108681178851177,137.43427069828508,129.7907982267446,7.643472471540463
2020-01-13,135.3448587418015,135.70796978599836,134.99257091647132,135.45208356837713,135.45208356837713,914661,134.16018815289354,130.97113834172745,122.75689595386667,132.3788652601835,130.86887407975627,1.509991180427221,0.7720417480206538,0.7379494324065672,57.82111246411192,134.16018815289354,1.9800435274773878,138.12027520784832,130.20010109793876,7.920174109909567
2020-01-14,136.374080724213,136.98955694099075,135.99177571358874,136.50895981790921,136.50895981790921,610269,135.00431306473973,130.97113834172745,122.75689595386667,133.01426442291051,131.28665820850833,1.7276062144021864,0.9631546412969604,0.764451573105226,57.82111246411192,135.00431306473973,1.879657563601762,138.76362819194327,131.2449979375362,7.518630254407071
