,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,rsi_14,BBM_5_2.0,BBstd_5_2.0,BBU_5_2.0,BBL_5_2.0,BBB_5_2.0,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower,Return
2023-01-02,99.23075012129186,99.23075012129186,98.7796464604896,99.01481878717446,99.01481878717446,420057,98.78067643521126,98.48270660065094,96.13463724942432,98.6392467293572,97.75246341356944,0.8867833157877811,1.0363532211052509,-0.1495699053174697,51.86139730745988,98.78067643521126,0.5490506463965424,99.87877772800437,97.68257514241816,2.196202585586178,100.55950936419777,100.78799522796365,100.62315335990095,99.01481878717446,99.01481878717446,99.01481878717446,99.01481878717446,99.01481878717446,0.0,0.0,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.005714168412477738
2023-01-03,99.29960313386827,99.67177236619136,99.29960313386827,99.58060613705534,99.58060613705534,626925,98.868695971007,98.63876401294188,96.22279057939542,98.78407125361846,97.8878813930869,0.8961898605315639,1.0083205489905136,-0.1121306884589496,51.0907515438101,98.868695971007,0.6475912482111064,100.1638784674292,97.5735134745848,2.590364992844428,100.55950936419777,100.78799522796365,100.62315335990095,99.2034145704681,99.11768921442552,99.06870329668692,99.10186299484845,99.05672896123971,0.04513403360873269,0.00902680672174654,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.005714168412477738
2023-01-04,100.69260813506638,100.9131047546414,100.6077402349971,100.67275785672838,100.67275785672838,565994,99.13789335467936,98.88274511920724,96.323578698038,99.07463842332768,98.09416853854182,0.9804698847858476,1.0027504161495804,-0.0222805313637328,59.56809114440035,99.13789335467936,1.0440268380110995,101.22594703070156,97.04983967865716,4.176107352044397,100.55950936419777,100.78799522796365,100.62315335990095,99.6931956658882,99.4004289675715,99.22147039764324,99.34353912744535,99.17643480534998,0.16710432209536918,0.04064230979647107,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.010967514278532153
2023-01-05,101.52212519822702,101.90289093705525,101.33437730445196,101.52595265008016,101.52595265008016,928457,99.83927701828256,99.17058267854462,96.43633567535473,99.4517636889819,98.34837476902617,1.1033889199557478,1.022878116910814,0.0805108030449339,60.45860473083775,99.83927701828256,1.2600847810729536,102.35944658042848,97.31910745613663,5.040339124291819,100.55950936419777,100.78799522796365,100.62315335990095,100.30411466061886,99.78688781893672,99.44094489787534,99.67929505400456,99.35047316421888,0.3288218897856723,0.09827822579431131,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.008474932161548487
2023-01-06,101.858930815615,102.38251299274567,101.77758735282464,102.00341138995049,102.00341138995049,862277,100.55950936419777,99.39625644987083,96.53950957127194,99.8443248737463,98.61911822242794,1.2252066513183593,1.063343823792323,0.1618628275260363,58.31548814884096,100.55950936419777,1.2625382581048077,103.08458588040736,98.03443284798816,5.050153032419217,100.55950936419777,100.78799522796365,100.62315335990095,100.8705469037294,100.18989210457559,99.68498932569203,100.03685141338086,99.54698710686566,0.4898643065152015,0.17659544193848936,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.004702824523261873
2023-01-09,101.89450970512762,102.08147688206444,101.70951387175025,101.94205877024648,101.94205877024648,856547,101.14495736081216,99.64884404673124,96.60873085662648,100.16705316551555,98.8652619667108,1.3017911988047643,1.1110332987948113,0.190757900009953,54.868363970137125,101.14495736081216,1.0231860180871557,103.19132939698648,99.09858532463788,4.092744072348609,101.14495736081217,100.78799522796365,100.62315335990095,101.22771752590177,100.5084678619703,99.8999483204115,100.32996023751403,99.72439982267164,0.6055604148423868,0.26238843651926885,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,-0.0006014761552382009
2023-01-10,100.0817046368288,100.4844989923605,100.0817046368288,100.2728520942648,100.2728520942648,461652,101.28340655225406,99.72887309122312,96.62428811868924,100.18332992378468,98.96952790208518,1.2138020216995071,1.1315870433757504,0.0822149783237569,54.22174035662833,101.28340655225406,0.7754306000623172,102.8342677523787,99.73254535212943,3.1017224002492583,101.28340655225406,100.78799522796365,100.62315335990095,100.90942904868945,100.46562863147838,99.93546296554038,100.32117436932184,99.76502591686373,0.5561484524581033,0.32114043970703576,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,-0.016374072645949478
2023-01-11,100.65680498591934,100.79989953341271,100.41560981509586,100.71464019990134,100.71464019990134,706752,101.29178302088866,99.7954530476374,96.68478221410965,100.26506996626418,99.0987954797012,1.1662744865629833,1.1385245320131971,0.0277499545497861,61.079715844939656,101.29178302088866,0.7673693651266501,102.82652175114195,99.75704429063536,3.06947746050659,101.29178302088866,100.78799522796365,100.62315335990095,100.84449943242674,100.51090346210073,100.00967032119381,100.38170757402638,99.83536771560726,0.5463398584191168,0.36618032344945195,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.004405859576241289
2023-01-12,101.05775403479164,101.33609498594512,100.92394858286944,100.93412237695128,100.93412237695128,390886,101.17341696626288,99.90038433238918,96.77431413655088,100.36800110636987,99.23474562023824,1.1332554861316595,1.1374707228368897,-0.0042152367052301,63.75133046700654,101.17341696626288,0.7678632815623774,102.70914352938765,99.63769040313812,3.0714531262495086,101.17341696626288,100.78799522796365,100.62315335990095,100.87437374726827,100.58785235570991,100.09771337412309,100.46669446678405,99.9167569497809,0.5499375170031442,0.40293176216019044,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.002179247988319366
2023-01-13,101.14555016040144,101.61596205965908,101.07506949529404,101.21873201728371,101.21873201728371,636119,101.01648109172952,99.98769756598476,96.88136264110072,100.498882784972,99.38170757557494,1.1171752093970753,1.1334116201489268,-0.0162364107518515,65.3877705221878,101.01648109172952,0.6221885653894355,102.2608582225084,99.77210396095064,2.4887542615577445,101.01648109172952,100.78799522796365,100.62315335990095,100.98915983727342,100.70255774872332,100.2044770544241,100.5823925514763,100.0131995473737,0.5691930041026012,0.4361840105486726,54.90844826110443,100.62315335990095,0.8843488597992839,102.39185107949952,98.85445564030239,0.0028197564275589393
