,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,rsi_14,BBM_5_2.0,BBstd_5_2.0,BBU_5_2.0,BBL_5_2.0,BBB_5_2.0,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower,Return
2024-01-01,84.50763031958311,84.50763031958311,84.20733460132149,84.4267201010667,84.4267201010667,368799,85.15985087547185,85.3911867781786,81.57613511560108,84.4267201010667,84.4267201010667,0.0,0.0,0.0,58.08084644652974,85.15985087547185,0.8766354221686736,86.9131217198092,83.4065800311345,3.5065416886747016,85.15985087547185,86.20200399297023,85.3911867781786,84.4267201010667,84.4267201010667,84.4267201010667,84.4267201010667,84.4267201010667,0.0,0.0,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,-0.001281820776746323
2024-01-02,84.34980915004203,84.56410861840628,84.03207919997591,84.31850017712861,84.31850017712861,337549,85.15985087547185,85.3911867781786,81.57613511560108,84.4100708819993,84.41870381040462,-0.0086329284053192,-0.0017265856810638,-0.0069063427242554,58.08084644652974,85.15985087547185,0.8766354221686736,86.9131217198092,83.4065800311345,3.5065416886747016,85.15985087547185,86.20200399297023,85.3911867781786,84.39064679308734,84.40704375125978,84.41641344164402,84.4100708819993,84.41870381040462,-0.008632928405319262,-0.0017265856810638525,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,-0.001281820776746323
2024-01-03,85.06268100723197,85.06268100723197,84.65162164523113,84.87488090890373,84.87488090890373,694319,85.15985087547185,85.3911867781786,81.57613511560108,84.48158011690768,84.45249470658975,0.0290854103179327,0.0044358135187354,0.0246495967991972,58.08084644652974,85.15985087547185,0.8766354221686736,86.9131217198092,83.4065800311345,3.5065416886747016,85.15985087547185,86.20200399297023,85.3911867781786,84.55205816502615,84.49210505264958,84.46007700995447,84.48158011690768,84.45249470658975,0.02908541031793277,0.0044358135187354715,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,0.006598560584051283
2024-01-04,86.39225557903184,86.40404670069336,85.99014177620668,86.1860629003422,86.1860629003422,584299,85.15985087547185,85.3911867781786,81.57613511560108,84.74380823743607,84.58090716538622,0.1629010720498485,0.036128865224958,0.1267722068248904,58.08084644652974,85.15985087547185,0.8766354221686736,86.9131217198092,83.4065800311345,3.5065416886747016,85.15985087547185,86.20200399297023,85.3911867781786,85.09672641013151,84.80009738859368,84.62445661856282,84.74380823743607,84.58090716538622,0.1629010720498485,0.036128865224958076,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,0.015448410382404631
2024-01-05,85.8533470771019,86.21100700039321,85.8533470771019,85.99309028991797,85.99309028991797,712210,85.15985087547185,85.3911867781786,81.57613511560108,84.93600547627945,84.68551332275895,0.2504921535204971,0.0790015228840659,0.1714906306364312,58.08084644652974,85.15985087547185,0.8766354221686736,86.9131217198092,83.4065800311345,3.5065416886747016,85.15985087547185,86.20200399297023,85.3911867781786,85.39551437006034,85.01700518883446,84.7548026825014,84.93600547627945,84.68551332275895,0.25049215352049714,0.0790015228840659,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,-0.00223902338649995
2024-01-08,85.56783151792584,85.98444291615426,85.56783151792584,85.8005638362231,85.8005638362231,548982,85.43461962250312,85.3911867781786,81.57613511560108,85.06901445473231,84.76810965708962,0.300904797642687,0.1233821778357901,0.1775226198068969,58.08084644652974,85.43461962250312,0.801483265198417,87.03758615289995,83.8316530921063,3.2059330607936545,85.43461962250312,86.20200399297023,85.3911867781786,85.53053085878126,85.15947039745056,84.85439898285586,85.06901445473231,84.76810965708962,0.30090479764268707,0.12338217783579013,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,-0.002238859576342511
2024-01-09,87.18756486776009,87.20649394803057,87.08253382552216,87.17500990163653,87.17500990163653,224046,86.00592156740471,85.3911867781786,81.57613511560108,85.39301375425605,84.9463985640931,0.4466151901629445,0.188028780301221,0.2585864098617235,58.08084644652974,86.00592156740471,0.8247435728288135,87.65540871306234,84.35643442174708,3.298974291315261,86.00592156740471,86.20200399297023,85.3911867781786,86.07869053973302,85.52593212548436,85.07540954654925,85.39301375425605,84.9463985640931,0.4466151901629445,0.188028780301221,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,0.01601907964191218
2024-01-10,87.67904846546358,88.14892326626286,87.67904846546358,87.8553799936244,87.8553799936244,506619,86.60202138434883,85.3911867781786,81.57613511560108,85.7718393295435,85.1618786699843,0.6099606595591922,0.2724151561528152,0.3375455034063769,58.08084644652974,86.60202138434883,0.8782619745864935,88.35854533352182,84.84549743517584,3.513047898345974,86.60202138434883,86.20200399297023,85.3911867781786,86.67092035769682,85.94946810150982,85.34016863674688,85.7718393295435,85.1618786699843,0.6099606595591922,0.27241515615281525,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,0.007804645996089432
2024-01-11,87.3893809489424,87.56484523926945,87.1122636543177,87.45263299409427,87.45263299409427,132097,86.85533540309925,85.3911867781786,81.57613511560108,86.03042297024362,85.33156417547393,0.6988587947696914,0.3577038838761905,0.3411549108935008,58.08084644652974,86.85533540309925,0.9103646348795404,88.67606467285833,85.03460613334016,3.641458539518169,86.85533540309925,86.20200399297023,85.3911867781786,86.93149123649597,86.22277080925244,85.54135571839902,86.03042297024362,85.33156417547393,0.6988587947696914,0.3577038838761905,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,-0.004584204172349504
2024-01-12,88.0506588750203,88.0506588750203,87.79892717567525,87.93719882676473,87.93719882676473,766326,87.2441571104686,85.3911867781786,81.57613511560108,86.3237731020161,85.52457414964361,0.7991989523724925,0.446002897575451,0.3531960547970415,58.08084644652974,87.2441571104686,0.8640175497942,88.972192210057,85.51612201088021,3.456070199176793,87.2441571104686,86.20200399297023,85.3911867781786,87.2667270999189,86.53448499425467,85.76953125252908,86.3237731020161,85.52457414964361,0.7991989523724925,0.446002897575451,58.08084644652974,85.3911867781786,1.9807462495651498,89.3526792773089,81.42969427904829,0.00554089472301178
